gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Monthly_x_tenure,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_binned_0-12,tenure_binned_13-24,tenure_binned_25-48,tenure_binned_49+,tenure_binned_nan,TotalCharges_binned_bin0,TotalCharges_binned_bin1,TotalCharges_binned_bin2,TotalCharges_binned_bin3,TotalCharges_binned_nan,Churn
-1.0095586736769342,-0.43991649313097614,1.0345302279174904,-0.6540119291623984,0.9214550572028734,0.3274383095561751,1.17071870896616,1.5774538264373548,1.3782405953752133,-0.7239675244180722,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,0.042818112085353605,0.5210269227352763,0.597539245503356,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.990531829475428,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2774445836787656,-3.054010391622917,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,1.2561707132821398,0.8297975015331794,-0.9808488400169781,-0.9918579446819799,-0.9910635026745306,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2774445836787656,-3.054010391622917,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,-1.3165318340505352,-0.9963168901160998,-0.9955235131697624,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.990531829475428,-0.43991649313097614,1.0345302279174904,1.5290240978948397,-0.38159658183809786,-3.054010391622917,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,-1.1437049460332582,-0.7077657281615589,-0.6983808337399083,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.3106496014024181,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-1.4993295040688086,-0.6408815466497583,-0.6595434156155873,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.990531829475428,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.9516816739185228,0.3274383095561751,1.17071870896616,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,0.3818247001192428,-0.7050727017112489,-0.7035915390709714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.990531829475428,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,0.1724382780983114,-0.9765385974974289,-0.9757404963196251,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,1.2879383306831464,0.3274383095561751,1.17071870896616,1.5774538264373548,1.3782405953752133,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,0.8297975015331794,0.719169491152966,1.3951347457338892,1.4351601274717298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-1.0095586736769342,-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,1.2656117811725593,1.2561707132821398,-1.2051132934870794,0.85876043916692,-0.9674220407435101,-0.9666217619902648,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
0.990531829475428,-0.43991649313097614,-0.9666223112813243,1.5290240978948397,-0.9924020376385531,-3.054010391622917,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,1.5638717070919412,-0.7901317093252118,1.2561707132821398,0.8297975015331794,-0.6717545979860794,-0.8557938869794255,-0.8492484164820835,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
